date,name,iso3166-2,iso3166-1,cases,cumulative_cases
date,Western North Region,GH-WN,GH,15,683
date,Western North Region,GH-WN,GH,6,689
date,Western North Region,GH-WN,GH,6,695
date,Western North Region,GH-WN,GH,16,711
date,Western North Region,GH-WN,GH,1,712
date,Western North Region,GH-WN,GH,17,729
date,Western North Region,GH-WN,GH,8,737
date,Western North Region,GH-WN,GH,10,747
date,Western North Region,GH-WN,GH,26,773
date,Western North Region,GH-WN,GH,20,793
date,Western North Region,GH-WN,GH,4,797
date,Western North Region,GH-WN,GH,11,808
date,Western North Region,GH-WN,GH,25,833
date,Western North Region,GH-WN,GH,1,834
date,Western North Region,GH-WN,GH,5,839
date,Western North Region,GH-WN,GH,7,846
date,Western North Region,GH-WN,GH,2,848
date,Western North Region,GH-WN,GH,1,849
date,Western North Region,GH-WN,GH,2,851
date,Western North Region,GH-WN,GH,2,853
date,Western North Region,GH-WN,GH,1,854
date,Western North Region,GH-WN,GH,5,859
date,Western North Region,GH-WN,GH,2,861
date,Western North Region,GH-WN,GH,3,864
date,Western North Region,GH-WN,GH,3,867
date,Western North Region,GH-WN,GH,5,872
date,Western North Region,GH-WN,GH,2,874
date,Western North Region,GH-WN,GH,2,876
date,Western North Region,GH-WN,GH,12,888
date,Western North Region,GH-WN,GH,16,904
date,Western North Region,GH-WN,GH,12,916
date,Western North Region,GH-WN,GH,3,919
date,Western North Region,GH-WN,GH,4,923
date,Western North Region,GH-WN,GH,12,935
date,Western North Region,GH-WN,GH,2,937
date,Western North Region,GH-WN,GH,2,939
date,Western North Region,GH-WN,GH,4,943
date,Western North Region,GH-WN,GH,4,947
date,Western North Region,GH-WN,GH,9,956
date,Western North Region,GH-WN,GH,11,967
date,Western North Region,GH-WN,GH,21,988
date,Western North Region,GH-WN,GH,6,994
date,Western North Region,GH-WN,GH,5,999
date,Western North Region,GH-WN,GH,4,1003
date,Western North Region,GH-WN,GH,2,1005
date,Western North Region,GH-WN,GH,1,1006
date,Western North Region,GH-WN,GH,17,1023
date,Western North Region,GH-WN,GH,2,1025
date,Western North Region,GH-WN,GH,24,1049
date,Western North Region,GH-WN,GH,29,1078
date,Western North Region,GH-WN,GH,16,1094
date,Western North Region,GH-WN,GH,14,1108
date,Western North Region,GH-WN,GH,1,1109
date,Western North Region,GH-WN,GH,3,1112
date,Western Region,GH-WP,GH,8,8
date,Western Region,GH-WP,GH,24,32
date,Western Region,GH-WP,GH,3,35
date,Western Region,GH-WP,GH,14,49
date,Western Region,GH-WP,GH,3,52
date,Western Region,GH-WP,GH,9,61
date,Western Region,GH-WP,GH,26,87
date,Western Region,GH-WP,GH,11,98
date,Western Region,GH-WP,GH,13,111
date,Western Region,GH-WP,GH,59,170
date,Western Region,GH-WP,GH,25,195
date,Western Region,GH-WP,GH,13,208
date,Western Region,GH-WP,GH,2,210
date,Western Region,GH-WP,GH,67,277
date,Western Region,GH-WP,GH,67,344
date,Western Region,GH-WP,GH,51,395
date,Western Region,GH-WP,GH,26,421
date,Western Region,GH-WP,GH,15,436
date,Western Region,GH-WP,GH,13,449
date,Western Region,GH-WP,GH,7,456
date,Western Region,GH-WP,GH,63,519
date,Western Region,GH-WP,GH,105,624
date,Western Region,GH-WP,GH,145,769
date,Western Region,GH-WP,GH,9,778
date,Western Region,GH-WP,GH,96,874
date,Western Region,GH-WP,GH,35,909
date,Western Region,GH-WP,GH,42,951
date,Western Region,GH-WP,GH,25,976
date,Western Region,GH-WP,GH,17,993
date,Western Region,GH-WP,GH,58,1051
date,Western Region,GH-WP,GH,2,1053
date,Western Region,GH-WP,GH,89,1142
date,Western Region,GH-WP,GH,6,1148
date,Western Region,GH-WP,GH,65,1213
date,Western Region,GH-WP,GH,44,1257
date,Western Region,GH-WP,GH,19,1276
date,Western Region,GH-WP,GH,153,1429
date,Western Region,GH-WP,GH,2,1431
date,Western Region,GH-WP,GH,125,1556
date,Western Region,GH-WP,GH,106,1662
date,Western Region,GH-WP,GH,67,1729
date,Western Region,GH-WP,GH,117,1846
date,Western Region,GH-WP,GH,86,1932
date,Western Region,GH-WP,GH,113,2045
date,Western Region,GH-WP,GH,6,2051
date,Western Region,GH-WP,GH,1,2052
date,Western Region,GH-WP,GH,76,2128
date,Western Region,GH-WP,GH,12,2140
date,Western Region,GH-WP,GH,49,2189
date,Western Region,GH-WP,GH,1,2190
date,Western Region,GH-WP,GH,16,2206
date,Western Region,GH-WP,GH,12,2218
date,Western Region,GH-WP,GH,35,2253
date,Western Region,GH-WP,GH,57,2310
date,Western Region,GH-WP,GH,40,2350
date,Western Region,GH-WP,GH,11,2361
date,Western Region,GH-WP,GH,106,2467
date,Western Region,GH-WP,GH,72,2539
date,Western Region,GH-WP,GH,5,2544
date,Western Region,GH-WP,GH,19,2563
date,Western Region,GH-WP,GH,7,2570
date,Western Region,GH-WP,GH,6,2576
date,Western Region,GH-WP,GH,7,2583
date,Western Region,GH-WP,GH,104,2687
date,Western Region,GH-WP,GH,10,2697
date,Western Region,GH-WP,GH,41,2738
date,Western Region,GH-WP,GH,28,2766
date,Western Region,GH-WP,GH,30,2796
date,Western Region,GH-WP,GH,5,2801
date,Western Region,GH-WP,GH,3,2804
date,Western Region,GH-WP,GH,14,2818
date,Western Region,GH-WP,GH,11,2829
date,Western Region,GH-WP,GH,31,2860
date,Western Region,GH-WP,GH,3,2863
date,Western Region,GH-WP,GH,36,2899
date,Western Region,GH-WP,GH,25,2924
date,Western Region,GH-WP,GH,7,2931
date,Western Region,GH-WP,GH,2,2933
date,Western Region,GH-WP,GH,14,2947
date,Western Region,GH-WP,GH,1,2948
date,Western Region,GH-WP,GH,1,2949
date,Western Region,GH-WP,GH,4,2953
date,Western Region,GH-WP,GH,4,2957
date,Western Region,GH-WP,GH,2,2959
date,Western Region,GH-WP,GH,1,2960
date,Western Region,GH-WP,GH,3,2963
date,Western Region,GH-WP,GH,3,2966
date,Western Region,GH-WP,GH,2,2968
date,Western Region,GH-WP,GH,1,2969
date,Western Region,GH-WP,GH,2,2971
date,Western Region,GH-WP,GH,2,2973
date,Western Region,GH-WP,GH,1,2974
date,Western Region,GH-WP,GH,3,2977
date,Western Region,GH-WP,GH,1,2978
date,Western Region,GH-WP,GH,2,2980
date,Western Region,GH-WP,GH,3,2983
date,Western Region,GH-WP,GH,13,2996
date,Western Region,GH-WP,GH,3,2999
date,Western Region,GH-WP,GH,11,3010
date,Western Region,GH-WP,GH,1,3011
date,Western Region,GH-WP,GH,11,3022
date,Western Region,GH-WP,GH,3,3025
date,Western Region,GH-WP,GH,23,3048
date,Western Region,GH-WP,GH,3,3051
date,Western Region,GH-WP,GH,4,3055
date,Western Region,GH-WP,GH,7,3062
date,Western Region,GH-WP,GH,8,3070
date,Western Region,GH-WP,GH,3,3073
date,Western Region,GH-WP,GH,7,3080
date,Western Region,GH-WP,GH,8,3088
date,Western Region,GH-WP,GH,7,3095
date,Western Region,GH-WP,GH,1,3096
date,Western Region,GH-WP,GH,48,3144
date,Western Region,GH-WP,GH,20,3164
date,Western Region,GH-WP,GH,40,3204
date,Western Region,GH-WP,GH,18,3222
date,Western Region,GH-WP,GH,15,3237
date,Western Region,GH-WP,GH,19,3256
date,Western Region,GH-WP,GH,5,3261
date,Western Region,GH-WP,GH,9,3270
date,Western Region,GH-WP,GH,97,3367
date,Western Region,GH-WP,GH,13,3380
date,Western Region,GH-WP,GH,12,3392
date,Western Region,GH-WP,GH,106,3498
date,Western Region,GH-WP,GH,40,3538
date,Western Region,GH-WP,GH,25,3563
date,Western Region,GH-WP,GH,59,3622
date,Western Region,GH-WP,GH,108,3730
date,Western Region,GH-WP,GH,66,3796
date,Western Region,GH-WP,GH,48,3844
date,Western Region,GH-WP,GH,34,3878
date,Western Region,GH-WP,GH,165,4043
date,Western Region,GH-WP,GH,35,4078
date,Western Region,GH-WP,GH,86,4164
date,Western Region,GH-WP,GH,59,4223
date,Western Region,GH-WP,GH,219,4442
date,Western Region,GH-WP,GH,117,4559
date,Western Region,GH-WP,GH,16,4575
date,Western Region,GH-WP,GH,20,4595
date,Western Region,GH-WP,GH,86,4681
date,Western Region,GH-WP,GH,61,4742
date,Western Region,GH-WP,GH,34,4776
date,Western Region,GH-WP,GH,139,4915
date,Western Region,GH-WP,GH,66,4981
date,Western Region,GH-WP,GH,60,5041
date,Western Region,GH-WP,GH,102,5143
date,Western Region,GH-WP,GH,43,5186
date,Western Region,GH-WP,GH,100,5286
date,Western Region,GH-WP,GH,192,5478
date,Western Region,GH-WP,GH,15,5493
date,Western Region,GH-WP,GH,2,5495
date,Western Region,GH-WP,GH,29,5524
date,Western Region,GH-WP,GH,21,5545
date,Western Region,GH-WP,GH,57,5602
date,Western Region,GH-WP,GH,13,5615
date,Western Region,GH-WP,GH,23,5638
date,Western Region,GH-WP,GH,16,5654
date,Western Region,GH-WP,GH,10,5664
date,Western Region,GH-WP,GH,22,5686
date,Western Region,GH-WP,GH,19,5705
date,Western Region,GH-WP,GH,1,5706
date,Western Region,GH-WP,GH,2,5708
date,Western Region,GH-WP,GH,7,5715
date,Western Region,GH-WP,GH,2,5717
date,Western Region,GH-WP,GH,19,5736
date,Western Region,GH-WP,GH,7,5743
date,Western Region,GH-WP,GH,1,5744
date,Western Region,GH-WP,GH,4,5748
date,Western Region,GH-WP,GH,1,5749
date,Western Region,GH-WP,GH,1,5750
date,Western Region,GH-WP,GH,41,5791
date,Western Region,GH-WP,GH,5,5796
date,Western Region,GH-WP,GH,5,5801
date,Western Region,GH-WP,GH,2,5803
date,Western Region,GH-WP,GH,1,5804
date,Western Region,GH-WP,GH,2,5806
date,Western Region,GH-WP,GH,30,5836
date,Western Region,GH-WP,GH,7,5843
date,Western Region,GH-WP,GH,10,5853
date,Western Region,GH-WP,GH,3,5856
date,Western Region,GH-WP,GH,12,5868
date,Western Region,GH-WP,GH,8,5876
date,Western Region,GH-WP,GH,7,5883
date,Western Region,GH-WP,GH,1,5884
date,Western Region,GH-WP,GH,1,5885
date,Western Region,GH-WP,GH,2,5887
date,Western Region,GH-WP,GH,4,5891
date,Western Region,GH-WP,GH,5,5896
date,Western Region,GH-WP,GH,2,5898
date,Western Region,GH-WP,GH,6,5904
date,Western Region,GH-WP,GH,20,5924
date,Western Region,GH-WP,GH,1,5925
date,Western Region,GH-WP,GH,1,5926
date,Western Region,GH-WP,GH,1,5927
date,Western Region,GH-WP,GH,7,5934
date,Western Region,GH-WP,GH,2,5936
date,Western Region,GH-WP,GH,17,5953
date,Western Region,GH-WP,GH,4,5957
date,Western Region,GH-WP,GH,2,5959
date,Western Region,GH-WP,GH,7,5966
date,Western Region,GH-WP,GH,1,5967
date,Western Region,GH-WP,GH,1,5968
date,Western Region,GH-WP,GH,16,5984
date,Western Region,GH-WP,GH,4,5988
date,Western Region,GH-WP,GH,2,5990
date,Western Region,GH-WP,GH,1,5991
date,Western Region,GH-WP,GH,6,5997
date,Western Region,GH-WP,GH,6,6003
date,Western Region,GH-WP,GH,23,6026
date,Western Region,GH-WP,GH,16,6042
date,Western Region,GH-WP,GH,30,6072
date,Western Region,GH-WP,GH,5,6077
date,Western Region,GH-WP,GH,2,6079
date,Western Region,GH-WP,GH,189,6268
date,Western Region,GH-WP,GH,3,6271
date,Western Region,GH-WP,GH,9,6280
date,Western Region,GH-WP,GH,4,6284
date,Western Region,GH-WP,GH,3,6287
date,Western Region,GH-WP,GH,6,6293
date,Western Region,GH-WP,GH,52,6345
date,Western Region,GH-WP,GH,70,6415
date,Western Region,GH-WP,GH,25,6440
date,Western Region,GH-WP,GH,56,6496
date,Western Region,GH-WP,GH,37,6533
date,Western Region,GH-WP,GH,36,6569
date,Western Region,GH-WP,GH,51,6620
date,Western Region,GH-WP,GH,75,6695
date,Western Region,GH-WP,GH,10,6705
date,Western Region,GH-WP,GH,15,6720
date,Western Region,GH-WP,GH,8,6728
date,Western Region,GH-WP,GH,17,6745
date,Western Region,GH-WP,GH,11,6756
date,Western Region,GH-WP,GH,62,6818
date,Western Region,GH-WP,GH,105,6923
date,Western Region,GH-WP,GH,24,6947
date,Western Region,GH-WP,GH,19,6966
date,Western Region,GH-WP,GH,63,7029
date,Western Region,GH-WP,GH,28,7057
date,Western Region,GH-WP,GH,42,7099
date,Western Region,GH-WP,GH,2,7101
date,Western Region,GH-WP,GH,17,7118
date,Western Region,GH-WP,GH,24,7142
date,Western Region,GH-WP,GH,13,7155
date,Western Region,GH-WP,GH,44,7199
date,Western Region,GH-WP,GH,39,7238
date,Western Region,GH-WP,GH,53,7291
date,Western Region,GH-WP,GH,23,7314
date,Western Region,GH-WP,GH,25,7339
date,Western Region,GH-WP,GH,42,7381
date,Western Region,GH-WP,GH,76,7457
date,Western Region,GH-WP,GH,9,7466
date,Western Region,GH-WP,GH,12,7478
date,Western Region,GH-WP,GH,17,7495
date,Western Region,GH-WP,GH,2,7497
date,Western Region,GH-WP,GH,10,7507
date,Western Region,GH-WP,GH,6,7513
date,Western Region,GH-WP,GH,7,7520
date,Western Region,GH-WP,GH,11,7531
date,Western Region,GH-WP,GH,1,7532
date,Western Region,GH-WP,GH,3,7535
date,Western Region,GH-WP,GH,14,7549
date,Western Region,GH-WP,GH,2,7551
date,Western Region,GH-WP,GH,24,7575
date,Western Region,GH-WP,GH,97,7672
date,Western Region,GH-WP,GH,50,7722
date,Western Region,GH-WP,GH,58,7780
date,Western Region,GH-WP,GH,20,7800
date,Western Region,GH-WP,GH,17,7817
date,Western Region,GH-WP,GH,33,7850
date,Western Region,GH-WP,GH,3,7853
date,Western Region,GH-WP,GH,26,7879
date,Western Region,GH-WP,GH,61,7940
date,Western Region,GH-WP,GH,37,7977
date,Western Region,GH-WP,GH,57,8034
date,Western Region,GH-WP,GH,85,8119
date,Western Region,GH-WP,GH,11,8130
date,Western Region,GH-WP,GH,10,8140
date,Western Region,GH-WP,GH,8,8148
date,Western Region,GH-WP,GH,24,8172
date,Western Region,GH-WP,GH,41,8213
date,Western Region,GH-WP,GH,34,8247
date,Western Region,GH-WP,GH,16,8263
date,Western Region,GH-WP,GH,1,8264
date,Western Region,GH-WP,GH,17,8281
date,Western Region,GH-WP,GH,2,8283
date,Western Region,GH-WP,GH,2,8285
date,Western Region,GH-WP,GH,3,8288
date,Western Region,GH-WP,GH,8,8296
date,Western Region,GH-WP,GH,3,8299
date,Western Region,GH-WP,GH,3,8302
date,Western Region,GH-WP,GH,21,8323
date,Western Region,GH-WP,GH,1,8324
