date,name,iso3166-2,iso3166-1,cases,cumulative_cases
2022-07-03,Eastern Region,GH-EP,GH,49,7273
2022-07-07,Eastern Region,GH-EP,GH,23,7296
2022-07-12,Eastern Region,GH-EP,GH,55,7351
2020-04-09,North East Region,GH-NE,GH,1,1
2020-04-19,North East Region,GH-NE,GH,1,2
2020-06-08,North East Region,GH-NE,GH,2,4
2020-06-10,North East Region,GH-NE,GH,-2,2
2020-06-21,North East Region,GH-NE,GH,1,3
2020-06-23,North East Region,GH-NE,GH,1,4
2020-06-27,North East Region,GH-NE,GH,2,6
2020-07-02,North East Region,GH-NE,GH,2,8
2020-07-05,North East Region,GH-NE,GH,1,9
2020-08-16,North East Region,GH-NE,GH,9,18
2020-08-29,North East Region,GH-NE,GH,1,19
2020-11-24,North East Region,GH-NE,GH,1,20
2020-12-09,North East Region,GH-NE,GH,2,22
2021-01-21,North East Region,GH-NE,GH,3,25
2021-02-04,North East Region,GH-NE,GH,7,32
2021-02-07,North East Region,GH-NE,GH,2,34
2021-02-08,North East Region,GH-NE,GH,3,37
2021-02-12,North East Region,GH-NE,GH,5,42
2021-02-16,North East Region,GH-NE,GH,19,61
2021-02-20,North East Region,GH-NE,GH,18,79
2021-02-23,North East Region,GH-NE,GH,19,98
2021-03-01,North East Region,GH-NE,GH,58,156
2021-03-02,North East Region,GH-NE,GH,4,160
2021-03-12,North East Region,GH-NE,GH,25,185
2021-03-16,North East Region,GH-NE,GH,4,189
2021-03-19,North East Region,GH-NE,GH,5,194
2021-03-20,North East Region,GH-NE,GH,16,210
2021-04-03,North East Region,GH-NE,GH,13,223
2021-04-25,North East Region,GH-NE,GH,5,228
2021-05-19,North East Region,GH-NE,GH,1,229
2021-06-16,North East Region,GH-NE,GH,2,231
2021-07-29,North East Region,GH-NE,GH,1,232
2021-08-03,North East Region,GH-NE,GH,2,234
2021-08-07,North East Region,GH-NE,GH,2,236
2021-08-27,North East Region,GH-NE,GH,13,249
2021-08-31,North East Region,GH-NE,GH,7,256
2021-09-12,North East Region,GH-NE,GH,10,266
2021-09-23,North East Region,GH-NE,GH,4,270
2021-10-18,North East Region,GH-NE,GH,10,280
2021-10-26,North East Region,GH-NE,GH,3,283
2022-01-08,North East Region,GH-NE,GH,35,318
2022-01-12,North East Region,GH-NE,GH,40,358
2022-01-27,North East Region,GH-NE,GH,10,368
2022-02-03,North East Region,GH-NE,GH,4,372
2022-02-20,North East Region,GH-NE,GH,3,375
2022-02-28,North East Region,GH-NE,GH,9,384
2022-06-19,North East Region,GH-NE,GH,4,388
2022-07-03,North East Region,GH-NE,GH,10,398
2020-03-29,Northern Region,GH-NP,GH,10,10
2020-04-18,Northern Region,GH-NP,GH,1,11
2020-04-22,Northern Region,GH-NP,GH,2,13
2020-05-08,Northern Region,GH-NP,GH,3,16
2020-05-13,Northern Region,GH-NP,GH,3,19
2020-05-15,Northern Region,GH-NP,GH,12,31
2020-05-21,Northern Region,GH-NP,GH,3,34
2020-05-23,Northern Region,GH-NP,GH,2,36
2020-05-30,Northern Region,GH-NP,GH,1,37
2020-06-08,Northern Region,GH-NP,GH,37,74
2020-06-10,Northern Region,GH-NP,GH,-37,37
2020-06-16,Northern Region,GH-NP,GH,15,52
2020-06-17,Northern Region,GH-NP,GH,9,61
2020-06-23,Northern Region,GH-NP,GH,16,77
2020-06-24,Northern Region,GH-NP,GH,18,95
2020-06-25,Northern Region,GH-NP,GH,5,100
2020-06-27,Northern Region,GH-NP,GH,20,120
2020-06-30,Northern Region,GH-NP,GH,17,137
2020-07-04,Northern Region,GH-NP,GH,26,163
2020-07-06,Northern Region,GH-NP,GH,23,186
2020-07-07,Northern Region,GH-NP,GH,1,187
2020-07-08,Northern Region,GH-NP,GH,-1,186
2020-07-10,Northern Region,GH-NP,GH,81,267
2020-07-15,Northern Region,GH-NP,GH,4,271
2020-07-22,Northern Region,GH-NP,GH,31,302
2020-07-27,Northern Region,GH-NP,GH,6,308
2020-07-28,Northern Region,GH-NP,GH,1,309
2020-07-30,Northern Region,GH-NP,GH,45,354
2020-08-03,Northern Region,GH-NP,GH,70,424
2020-08-04,Northern Region,GH-NP,GH,30,454
2020-08-14,Northern Region,GH-NP,GH,18,472
2020-08-16,Northern Region,GH-NP,GH,17,489
2020-08-20,Northern Region,GH-NP,GH,8,497
2020-08-28,Northern Region,GH-NP,GH,31,528
2020-09-20,Northern Region,GH-NP,GH,19,547
2020-11-13,Northern Region,GH-NP,GH,4,551
2020-11-19,Northern Region,GH-NP,GH,7,558
2020-11-20,Northern Region,GH-NP,GH,-7,551
2020-11-28,Northern Region,GH-NP,GH,2,553
2020-12-08,Northern Region,GH-NP,GH,3,556
2020-12-16,Northern Region,GH-NP,GH,10,566
2021-01-10,Northern Region,GH-NP,GH,14,580
2021-01-17,Northern Region,GH-NP,GH,18,598
2021-01-20,Northern Region,GH-NP,GH,9,607
2021-01-24,Northern Region,GH-NP,GH,13,620
2021-01-25,Northern Region,GH-NP,GH,5,625
2021-01-26,Northern Region,GH-NP,GH,10,635
2021-01-27,Northern Region,GH-NP,GH,37,672
2021-01-31,Northern Region,GH-NP,GH,10,682
2021-02-02,Northern Region,GH-NP,GH,34,716
2021-02-03,Northern Region,GH-NP,GH,37,753
2021-02-06,Northern Region,GH-NP,GH,49,802
2021-02-12,Northern Region,GH-NP,GH,25,827
2021-02-16,Northern Region,GH-NP,GH,35,862
2021-02-17,Northern Region,GH-NP,GH,5,867
2021-02-18,Northern Region,GH-NP,GH,10,877
2021-02-19,Northern Region,GH-NP,GH,24,901
2021-02-20,Northern Region,GH-NP,GH,69,970
2021-02-21,Northern Region,GH-NP,GH,88,1058
2021-02-22,Northern Region,GH-NP,GH,73,1131
2021-02-24,Northern Region,GH-NP,GH,24,1155
2021-02-26,Northern Region,GH-NP,GH,48,1203
2021-02-28,Northern Region,GH-NP,GH,52,1255
2021-03-01,Northern Region,GH-NP,GH,203,1458
2021-03-12,Northern Region,GH-NP,GH,22,1480
2021-03-13,Northern Region,GH-NP,GH,2,1482
2021-03-15,Northern Region,GH-NP,GH,24,1506
2021-03-16,Northern Region,GH-NP,GH,14,1520
2021-03-19,Northern Region,GH-NP,GH,56,1576
2021-03-20,Northern Region,GH-NP,GH,22,1598
2021-03-24,Northern Region,GH-NP,GH,21,1619
2021-03-31,Northern Region,GH-NP,GH,25,1644
2021-04-13,Northern Region,GH-NP,GH,7,1651
2021-04-20,Northern Region,GH-NP,GH,3,1654
2021-06-22,Northern Region,GH-NP,GH,3,1657
2021-06-28,Northern Region,GH-NP,GH,3,1660
2021-07-06,Northern Region,GH-NP,GH,1,1661
2021-07-22,Northern Region,GH-NP,GH,3,1664
2021-07-26,Northern Region,GH-NP,GH,8,1672
2021-08-02,Northern Region,GH-NP,GH,4,1676
2021-08-05,Northern Region,GH-NP,GH,2,1678
2021-08-08,Northern Region,GH-NP,GH,9,1687
2021-08-17,Northern Region,GH-NP,GH,6,1693
2021-08-24,Northern Region,GH-NP,GH,6,1699
2021-08-27,Northern Region,GH-NP,GH,5,1704
2021-09-10,Northern Region,GH-NP,GH,9,1713
2021-09-23,Northern Region,GH-NP,GH,9,1722
2021-10-17,Northern Region,GH-NP,GH,15,1737
2021-11-02,Northern Region,GH-NP,GH,11,1748
2021-11-03,Northern Region,GH-NP,GH,10,1758
2021-11-11,Northern Region,GH-NP,GH,3,1761
2021-12-10,Northern Region,GH-NP,GH,6,1767
2021-12-27,Northern Region,GH-NP,GH,12,1779
2021-12-31,Northern Region,GH-NP,GH,8,1787
2022-01-08,Northern Region,GH-NP,GH,21,1808
2022-01-11,Northern Region,GH-NP,GH,18,1826
2022-01-20,Northern Region,GH-NP,GH,32,1858
2022-01-26,Northern Region,GH-NP,GH,5,1863
2022-06-19,Northern Region,GH-NP,GH,5,1868
2022-07-03,Northern Region,GH-NP,GH,1,1869
2020-04-22,Oti Region,GH-OT,GH,13,13
2020-04-25,Oti Region,GH-OT,GH,4,17
2020-04-28,Oti Region,GH-OT,GH,2,19
2020-05-06,Oti Region,GH-OT,GH,4,23
2020-05-08,Oti Region,GH-OT,GH,1,24
2020-05-15,Oti Region,GH-OT,GH,2,26
2020-05-16,Oti Region,GH-OT,GH,-2,24
2020-05-19,Oti Region,GH-OT,GH,2,26
2020-06-06,Oti Region,GH-OT,GH,2,28
2020-06-08,Oti Region,GH-OT,GH,28,56
2020-06-09,Oti Region,GH-OT,GH,10,66
2020-06-10,Oti Region,GH-OT,GH,-19,47
2020-06-12,Oti Region,GH-OT,GH,1,48
2020-06-13,Oti Region,GH-OT,GH,46,94
2020-06-14,Oti Region,GH-OT,GH,1,95
2020-06-15,Oti Region,GH-OT,GH,2,97
2020-06-16,Oti Region,GH-OT,GH,4,101
2020-06-18,Oti Region,GH-OT,GH,4,105
2020-06-24,Oti Region,GH-OT,GH,3,108
2020-06-25,Oti Region,GH-OT,GH,2,110
2020-06-29,Oti Region,GH-OT,GH,2,112
2020-07-04,Oti Region,GH-OT,GH,2,114
2020-07-07,Oti Region,GH-OT,GH,1,115
2020-07-09,Oti Region,GH-OT,GH,5,120
2020-07-10,Oti Region,GH-OT,GH,8,128
2020-07-11,Oti Region,GH-OT,GH,5,133
2020-07-15,Oti Region,GH-OT,GH,5,138
2020-07-17,Oti Region,GH-OT,GH,1,139
2020-07-18,Oti Region,GH-OT,GH,4,143
2020-07-19,Oti Region,GH-OT,GH,3,146
2020-07-20,Oti Region,GH-OT,GH,1,147
2020-07-21,Oti Region,GH-OT,GH,3,150
2020-07-22,Oti Region,GH-OT,GH,4,154
2020-07-23,Oti Region,GH-OT,GH,18,172
2020-07-26,Oti Region,GH-OT,GH,2,174
2020-07-28,Oti Region,GH-OT,GH,1,175
2020-07-29,Oti Region,GH-OT,GH,17,192
2020-08-01,Oti Region,GH-OT,GH,7,199
2020-08-02,Oti Region,GH-OT,GH,1,200
2020-08-03,Oti Region,GH-OT,GH,4,204
2020-08-12,Oti Region,GH-OT,GH,9,213
2020-08-16,Oti Region,GH-OT,GH,16,229
2020-08-26,Oti Region,GH-OT,GH,1,230
2020-08-28,Oti Region,GH-OT,GH,2,232
2020-08-29,Oti Region,GH-OT,GH,2,234
2020-09-02,Oti Region,GH-OT,GH,3,237
2020-09-09,Oti Region,GH-OT,GH,1,238
2020-09-11,Oti Region,GH-OT,GH,1,239
2020-09-18,Oti Region,GH-OT,GH,2,241
2020-09-24,Oti Region,GH-OT,GH,1,242
2020-11-01,Oti Region,GH-OT,GH,1,243
2020-12-12,Oti Region,GH-OT,GH,1,244
2021-01-25,Oti Region,GH-OT,GH,2,246
2021-02-05,Oti Region,GH-OT,GH,4,250
2021-02-11,Oti Region,GH-OT,GH,4,254
2021-02-12,Oti Region,GH-OT,GH,3,257
2021-02-15,Oti Region,GH-OT,GH,1,258
2021-02-18,Oti Region,GH-OT,GH,2,260
2021-02-19,Oti Region,GH-OT,GH,12,272
2021-02-25,Oti Region,GH-OT,GH,2,274
2021-02-28,Oti Region,GH-OT,GH,6,280
2021-03-01,Oti Region,GH-OT,GH,28,308
2021-03-13,Oti Region,GH-OT,GH,45,353
2021-03-14,Oti Region,GH-OT,GH,1,354
2021-03-15,Oti Region,GH-OT,GH,6,360
2021-03-16,Oti Region,GH-OT,GH,10,370
2021-03-17,Oti Region,GH-OT,GH,6,376
2021-03-20,Oti Region,GH-OT,GH,14,390
2021-03-23,Oti Region,GH-OT,GH,2,392
2021-03-24,Oti Region,GH-OT,GH,14,406
2021-04-25,Oti Region,GH-OT,GH,9,415
2021-04-26,Oti Region,GH-OT,GH,4,419
2021-05-02,Oti Region,GH-OT,GH,3,422
2021-05-06,Oti Region,GH-OT,GH,2,424
2021-05-16,Oti Region,GH-OT,GH,7,431
2021-05-27,Oti Region,GH-OT,GH,3,434
2021-05-28,Oti Region,GH-OT,GH,1,435
2021-05-30,Oti Region,GH-OT,GH,1,436
2021-06-04,Oti Region,GH-OT,GH,4,440
2021-06-05,Oti Region,GH-OT,GH,3,443
2021-06-09,Oti Region,GH-OT,GH,4,447
2021-06-12,Oti Region,GH-OT,GH,1,448
2021-06-13,Oti Region,GH-OT,GH,7,455
2021-06-16,Oti Region,GH-OT,GH,1,456
2021-06-21,Oti Region,GH-OT,GH,1,457
2021-06-22,Oti Region,GH-OT,GH,1,458
2021-06-25,Oti Region,GH-OT,GH,1,459
2021-06-29,Oti Region,GH-OT,GH,2,461
2021-07-07,Oti Region,GH-OT,GH,2,463
2021-07-17,Oti Region,GH-OT,GH,3,466
2021-07-18,Oti Region,GH-OT,GH,1,467
2021-07-20,Oti Region,GH-OT,GH,8,475
2021-07-23,Oti Region,GH-OT,GH,1,476
2021-07-26,Oti Region,GH-OT,GH,14,490
2021-07-28,Oti Region,GH-OT,GH,30,520
2021-07-29,Oti Region,GH-OT,GH,24,544
2021-08-01,Oti Region,GH-OT,GH,1,545
2021-08-03,Oti Region,GH-OT,GH,8,553
2021-08-04,Oti Region,GH-OT,GH,24,577
2021-08-07,Oti Region,GH-OT,GH,32,609
2021-08-10,Oti Region,GH-OT,GH,9,618
2021-08-14,Oti Region,GH-OT,GH,6,624
2021-08-15,Oti Region,GH-OT,GH,1,625
2021-08-17,Oti Region,GH-OT,GH,24,649
2021-08-22,Oti Region,GH-OT,GH,38,687
2021-08-23,Oti Region,GH-OT,GH,17,704
2021-08-24,Oti Region,GH-OT,GH,13,717
2021-08-26,Oti Region,GH-OT,GH,6,723
2021-08-27,Oti Region,GH-OT,GH,10,733
2021-08-29,Oti Region,GH-OT,GH,2,735
2021-08-31,Oti Region,GH-OT,GH,8,743
2021-09-01,Oti Region,GH-OT,GH,16,759
2021-09-06,Oti Region,GH-OT,GH,12,771
2021-09-07,Oti Region,GH-OT,GH,2,773
2021-09-10,Oti Region,GH-OT,GH,44,817
2021-09-12,Oti Region,GH-OT,GH,7,824
2021-09-17,Oti Region,GH-OT,GH,3,827
2021-09-19,Oti Region,GH-OT,GH,3,830
2021-09-24,Oti Region,GH-OT,GH,4,834
2021-10-05,Oti Region,GH-OT,GH,3,837
2021-10-17,Oti Region,GH-OT,GH,9,846
2021-11-02,Oti Region,GH-OT,GH,1,847
2021-11-08,Oti Region,GH-OT,GH,1,848
2021-12-26,Oti Region,GH-OT,GH,2,850
2022-01-03,Oti Region,GH-OT,GH,8,858
2022-01-04,Oti Region,GH-OT,GH,7,865
2022-01-08,Oti Region,GH-OT,GH,24,889
2022-01-09,Oti Region,GH-OT,GH,1,890
2022-01-10,Oti Region,GH-OT,GH,24,914
2022-01-20,Oti Region,GH-OT,GH,5,919
2022-01-23,Oti Region,GH-OT,GH,1,920
2022-01-24,Oti Region,GH-OT,GH,3,923
2022-01-26,Oti Region,GH-OT,GH,5,928
2022-02-04,Oti Region,GH-OT,GH,1,929
2022-02-20,Oti Region,GH-OT,GH,1,930
2022-05-17,Oti Region,GH-OT,GH,1,931
2022-06-06,Oti Region,GH-OT,GH,1,932
2022-06-12,Oti Region,GH-OT,GH,1,933
2022-06-13,Oti Region,GH-OT,GH,1,934
2022-06-14,Oti Region,GH-OT,GH,1,935
2022-06-24,Oti Region,GH-OT,GH,5,940
2022-06-27,Oti Region,GH-OT,GH,17,957
2022-06-30,Oti Region,GH-OT,GH,2,959
2022-07-03,Oti Region,GH-OT,GH,7,966
2022-07-07,Oti Region,GH-OT,GH,3,969
2022-07-12,Oti Region,GH-OT,GH,24,993
2020-05-23,Savannah Region,GH-SV,GH,1,1
2020-06-08,Savannah Region,GH-SV,GH,1,2
2020-06-10,Savannah Region,GH-SV,GH,-1,1
2020-06-15,Savannah Region,GH-SV,GH,34,35
2020-06-17,Savannah Region,GH-SV,GH,2,37
2020-06-23,Savannah Region,GH-SV,GH,1,38
2020-06-27,Savannah Region,GH-SV,GH,1,39
2020-06-30,Savannah Region,GH-SV,GH,3,42
2020-07-02,Savannah Region,GH-SV,GH,4,46
2020-07-04,Savannah Region,GH-SV,GH,4,50
2020-07-07,Savannah Region,GH-SV,GH,1,51
2020-07-10,Savannah Region,GH-SV,GH,6,57
2020-07-30,Savannah Region,GH-SV,GH,5,62
2020-11-19,Savannah Region,GH-SV,GH,4,66
2020-11-20,Savannah Region,GH-SV,GH,-4,62
2021-01-25,Savannah Region,GH-SV,GH,1,63
2021-02-05,Savannah Region,GH-SV,GH,3,66
2021-02-06,Savannah Region,GH-SV,GH,2,68
2021-02-16,Savannah Region,GH-SV,GH,1,69
2021-02-18,Savannah Region,GH-SV,GH,3,72
2021-03-01,Savannah Region,GH-SV,GH,25,97
2021-03-16,Savannah Region,GH-SV,GH,15,112
2021-03-21,Savannah Region,GH-SV,GH,2,114
2021-03-23,Savannah Region,GH-SV,GH,3,117
2021-03-31,Savannah Region,GH-SV,GH,1,118
2021-04-02,Savannah Region,GH-SV,GH,2,120
2021-04-17,Savannah Region,GH-SV,GH,2,122
2021-05-06,Savannah Region,GH-SV,GH,1,123
2021-07-12,Savannah Region,GH-SV,GH,6,129
2021-07-17,Savannah Region,GH-SV,GH,3,132
2021-07-22,Savannah Region,GH-SV,GH,1,133
2021-07-29,Savannah Region,GH-SV,GH,2,135
2021-08-07,Savannah Region,GH-SV,GH,8,143
2021-08-14,Savannah Region,GH-SV,GH,3,146
2021-08-15,Savannah Region,GH-SV,GH,5,151
2021-08-17,Savannah Region,GH-SV,GH,13,164
2021-08-25,Savannah Region,GH-SV,GH,23,187
2021-09-06,Savannah Region,GH-SV,GH,18,205
2021-09-12,Savannah Region,GH-SV,GH,9,214
2021-09-17,Savannah Region,GH-SV,GH,15,229
2021-09-23,Savannah Region,GH-SV,GH,14,243
2021-09-24,Savannah Region,GH-SV,GH,16,259
2021-10-05,Savannah Region,GH-SV,GH,3,262
2021-12-27,Savannah Region,GH-SV,GH,1,263
2022-01-08,Savannah Region,GH-SV,GH,9,272
2022-01-09,Savannah Region,GH-SV,GH,19,291
2022-06-06,Savannah Region,GH-SV,GH,1,292
2020-04-19,Volta Region,GH-TV,GH,1,1
2020-04-27,Volta Region,GH-TV,GH,1,2
2020-04-28,Volta Region,GH-TV,GH,5,7
2020-05-06,Volta Region,GH-TV,GH,23,30
2020-05-08,Volta Region,GH-TV,GH,2,32
2020-05-12,Volta Region,GH-TV,GH,1,33
2020-05-13,Volta Region,GH-TV,GH,1,34
2020-05-19,Volta Region,GH-TV,GH,7,41
2020-05-21,Volta Region,GH-TV,GH,3,44
2020-05-22,Volta Region,GH-TV,GH,1,45
2020-05-23,Volta Region,GH-TV,GH,2,47
2020-05-26,Volta Region,GH-TV,GH,12,59
2020-05-30,Volta Region,GH-TV,GH,12,71
2020-05-31,Volta Region,GH-TV,GH,5,76
2020-06-02,Volta Region,GH-TV,GH,8,84
2020-06-03,Volta Region,GH-TV,GH,2,86
2020-06-05,Volta Region,GH-TV,GH,16,102
2020-06-09,Volta Region,GH-TV,GH,56,158
2020-06-10,Volta Region,GH-TV,GH,4,162
2020-06-11,Volta Region,GH-TV,GH,50,212
2020-06-13,Volta Region,GH-TV,GH,38,250
2020-06-14,Volta Region,GH-TV,GH,13,263
2020-06-15,Volta Region,GH-TV,GH,11,274
2020-06-16,Volta Region,GH-TV,GH,4,278
2020-06-17,Volta Region,GH-TV,GH,13,291
2020-06-18,Volta Region,GH-TV,GH,5,296
2020-06-20,Volta Region,GH-TV,GH,13,309
2020-06-21,Volta Region,GH-TV,GH,5,314
2020-06-23,Volta Region,GH-TV,GH,7,321
2020-06-25,Volta Region,GH-TV,GH,10,331
2020-06-26,Volta Region,GH-TV,GH,4,335
2020-06-27,Volta Region,GH-TV,GH,2,337
2020-06-29,Volta Region,GH-TV,GH,9,346
2020-07-01,Volta Region,GH-TV,GH,12,358
2020-07-02,Volta Region,GH-TV,GH,4,362
2020-07-03,Volta Region,GH-TV,GH,7,369
2020-07-04,Volta Region,GH-TV,GH,1,370
2020-07-06,Volta Region,GH-TV,GH,5,375
2020-07-07,Volta Region,GH-TV,GH,3,378
2020-07-08,Volta Region,GH-TV,GH,9,387
2020-07-09,Volta Region,GH-TV,GH,3,390
2020-07-10,Volta Region,GH-TV,GH,28,418
2020-07-11,Volta Region,GH-TV,GH,1,419
2020-07-15,Volta Region,GH-TV,GH,22,441
2020-07-16,Volta Region,GH-TV,GH,16,457
2020-07-17,Volta Region,GH-TV,GH,3,460
2020-07-18,Volta Region,GH-TV,GH,32,492
2020-07-19,Volta Region,GH-TV,GH,10,502
2020-07-20,Volta Region,GH-TV,GH,9,511
2020-07-21,Volta Region,GH-TV,GH,11,522
2020-07-22,Volta Region,GH-TV,GH,16,538
2020-07-24,Volta Region,GH-TV,GH,30,568
2020-07-25,Volta Region,GH-TV,GH,9,577
2020-07-26,Volta Region,GH-TV,GH,2,579
2020-07-27,Volta Region,GH-TV,GH,9,588
2020-07-29,Volta Region,GH-TV,GH,5,593
2020-07-31,Volta Region,GH-TV,GH,12,605
2020-08-01,Volta Region,GH-TV,GH,4,609
2020-08-02,Volta Region,GH-TV,GH,1,610
2020-08-03,Volta Region,GH-TV,GH,4,614
2020-08-04,Volta Region,GH-TV,GH,3,617
2020-08-09,Volta Region,GH-TV,GH,5,622
2020-08-10,Volta Region,GH-TV,GH,1,623
2020-08-11,Volta Region,GH-TV,GH,2,625
2020-08-12,Volta Region,GH-TV,GH,1,626
2020-08-13,Volta Region,GH-TV,GH,2,628
2020-08-14,Volta Region,GH-TV,GH,2,630
2020-08-15,Volta Region,GH-TV,GH,1,631
2020-08-16,Volta Region,GH-TV,GH,11,642
2020-08-18,Volta Region,GH-TV,GH,4,646
2020-08-21,Volta Region,GH-TV,GH,5,651
2020-08-22,Volta Region,GH-TV,GH,3,654
2020-08-24,Volta Region,GH-TV,GH,2,656
2020-08-29,Volta Region,GH-TV,GH,3,659
2020-08-31,Volta Region,GH-TV,GH,3,662
2020-09-02,Volta Region,GH-TV,GH,4,666
2020-09-04,Volta Region,GH-TV,GH,1,667
2020-09-05,Volta Region,GH-TV,GH,1,668
2020-09-11,Volta Region,GH-TV,GH,1,669
2020-09-20,Volta Region,GH-TV,GH,1,670
2020-09-22,Volta Region,GH-TV,GH,1,671
2020-09-25,Volta Region,GH-TV,GH,1,672
2020-10-05,Volta Region,GH-TV,GH,1,673
2020-10-12,Volta Region,GH-TV,GH,6,679
2020-10-14,Volta Region,GH-TV,GH,1,680
2020-10-17,Volta Region,GH-TV,GH,1,681
2020-10-29,Volta Region,GH-TV,GH,1,682
2020-11-01,Volta Region,GH-TV,GH,2,684
2020-11-12,Volta Region,GH-TV,GH,1,685
2020-11-25,Volta Region,GH-TV,GH,3,688
2020-11-28,Volta Region,GH-TV,GH,6,694
2020-12-01,Volta Region,GH-TV,GH,3,697
2020-12-08,Volta Region,GH-TV,GH,4,701
2020-12-09,Volta Region,GH-TV,GH,6,707
2020-12-10,Volta Region,GH-TV,GH,6,713
2020-12-13,Volta Region,GH-TV,GH,6,719
2020-12-14,Volta Region,GH-TV,GH,9,728
2020-12-15,Volta Region,GH-TV,GH,5,733
2020-12-17,Volta Region,GH-TV,GH,2,735
2020-12-21,Volta Region,GH-TV,GH,17,752
2020-12-22,Volta Region,GH-TV,GH,4,756
2020-12-25,Volta Region,GH-TV,GH,5,761
2020-12-29,Volta Region,GH-TV,GH,2,763
2021-01-03,Volta Region,GH-TV,GH,1,764
2021-01-10,Volta Region,GH-TV,GH,7,771
2021-01-17,Volta Region,GH-TV,GH,19,790
2021-01-20,Volta Region,GH-TV,GH,18,808
2021-01-23,Volta Region,GH-TV,GH,8,816
2021-01-24,Volta Region,GH-TV,GH,32,848
2021-01-25,Volta Region,GH-TV,GH,12,860
2021-01-26,Volta Region,GH-TV,GH,26,886
2021-01-27,Volta Region,GH-TV,GH,10,896
2021-01-29,Volta Region,GH-TV,GH,48,944
2021-01-31,Volta Region,GH-TV,GH,19,963
2021-02-02,Volta Region,GH-TV,GH,25,988
2021-02-03,Volta Region,GH-TV,GH,3,991
2021-02-05,Volta Region,GH-TV,GH,23,1014
2021-02-06,Volta Region,GH-TV,GH,35,1049
2021-02-07,Volta Region,GH-TV,GH,43,1092
2021-02-08,Volta Region,GH-TV,GH,39,1131
2021-02-09,Volta Region,GH-TV,GH,50,1181
2021-02-11,Volta Region,GH-TV,GH,47,1228
2021-02-12,Volta Region,GH-TV,GH,95,1323
2021-02-16,Volta Region,GH-TV,GH,63,1386
2021-02-17,Volta Region,GH-TV,GH,29,1415
2021-02-18,Volta Region,GH-TV,GH,43,1458
2021-02-19,Volta Region,GH-TV,GH,66,1524
2021-02-20,Volta Region,GH-TV,GH,35,1559
2021-02-21,Volta Region,GH-TV,GH,36,1595
2021-02-22,Volta Region,GH-TV,GH,49,1644
2021-02-23,Volta Region,GH-TV,GH,8,1652
2021-02-24,Volta Region,GH-TV,GH,18,1670
2021-02-25,Volta Region,GH-TV,GH,22,1692
2021-02-26,Volta Region,GH-TV,GH,14,1706
2021-02-28,Volta Region,GH-TV,GH,108,1814
2021-03-01,Volta Region,GH-TV,GH,277,2091
2021-03-02,Volta Region,GH-TV,GH,20,2111
2021-03-12,Volta Region,GH-TV,GH,23,2134
2021-03-14,Volta Region,GH-TV,GH,22,2156
2021-03-15,Volta Region,GH-TV,GH,23,2179
2021-03-16,Volta Region,GH-TV,GH,20,2199
2021-03-17,Volta Region,GH-TV,GH,19,2218
2021-03-19,Volta Region,GH-TV,GH,38,2256
2021-03-20,Volta Region,GH-TV,GH,33,2289
2021-03-21,Volta Region,GH-TV,GH,29,2318
2021-03-22,Volta Region,GH-TV,GH,12,2330
2021-03-24,Volta Region,GH-TV,GH,16,2346
2021-03-31,Volta Region,GH-TV,GH,25,2371
2021-04-02,Volta Region,GH-TV,GH,3,2374
2021-04-04,Volta Region,GH-TV,GH,11,2385
2021-04-13,Volta Region,GH-TV,GH,23,2408
2021-04-15,Volta Region,GH-TV,GH,3,2411
2021-04-17,Volta Region,GH-TV,GH,1,2412
2021-04-18,Volta Region,GH-TV,GH,7,2419
2021-04-20,Volta Region,GH-TV,GH,13,2432
2021-04-25,Volta Region,GH-TV,GH,4,2436
2021-04-27,Volta Region,GH-TV,GH,13,2449
2021-04-28,Volta Region,GH-TV,GH,2,2451
2021-04-29,Volta Region,GH-TV,GH,4,2455
2021-05-01,Volta Region,GH-TV,GH,4,2459
2021-05-02,Volta Region,GH-TV,GH,4,2463
2021-05-04,Volta Region,GH-TV,GH,4,2467
2021-05-06,Volta Region,GH-TV,GH,2,2469
2021-05-12,Volta Region,GH-TV,GH,10,2479
2021-05-14,Volta Region,GH-TV,GH,14,2493
2021-05-16,Volta Region,GH-TV,GH,3,2496
2021-05-17,Volta Region,GH-TV,GH,5,2501
2021-05-22,Volta Region,GH-TV,GH,15,2516
2021-05-23,Volta Region,GH-TV,GH,3,2519
2021-05-24,Volta Region,GH-TV,GH,5,2524
2021-05-25,Volta Region,GH-TV,GH,5,2529
2021-05-30,Volta Region,GH-TV,GH,3,2532
2021-06-04,Volta Region,GH-TV,GH,17,2549
2021-06-05,Volta Region,GH-TV,GH,4,2553
2021-06-09,Volta Region,GH-TV,GH,6,2559
2021-06-13,Volta Region,GH-TV,GH,21,2580
2021-06-21,Volta Region,GH-TV,GH,12,2592
2021-06-22,Volta Region,GH-TV,GH,3,2595
2021-06-25,Volta Region,GH-TV,GH,2,2597
2021-06-26,Volta Region,GH-TV,GH,8,2605
2021-06-28,Volta Region,GH-TV,GH,4,2609
2021-06-29,Volta Region,GH-TV,GH,2,2611
2021-06-30,Volta Region,GH-TV,GH,1,2612
2021-07-06,Volta Region,GH-TV,GH,5,2617
2021-07-11,Volta Region,GH-TV,GH,4,2621
2021-07-12,Volta Region,GH-TV,GH,15,2636
2021-07-16,Volta Region,GH-TV,GH,7,2643
2021-07-17,Volta Region,GH-TV,GH,7,2650
